,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
O,-0.47910093,0.714531035,0.272049504,-0.252298659,-0.122164119,0.244047715,-0.127458667,0.996834894,0.710292493,-0.948910417,-0.810156548,-0.205877603,0.642804353,-0.142203332,-0.020102522,-0.13864539,-0.106815642,-0.435710092,0.94245836,-0.908226928
Na,0.532563656,-0.444466133,-0.727552506,-0.359705318,0.285074854,0.303595495,-0.054337377,-0.490448831,-0.398055281,-0.757292536,0.33396728,-0.806849593,-0.483205254,-0.758014117,0.351346389,-0.473452231,-0.378279553,0.350464458,-0.783750371,-0.442797613
V,-0.075864045,0.509256465,0.955483535,0.731673497,-0.073299416,0.846629382,0.477705791,0.31402307,-0.443542898,0.563658949,0.036104722,-0.284658371,-0.601646277,-0.140462374,-0.936240439,-0.467773949,-0.530560474,0.733243755,0.328507222,0.426963382
Sm,0.978326753,0.492267751,0.970764589,0.120265573,-0.78219744,0.591318429,-0.995784701,-0.788413649,-0.141205849,-0.726771008,-0.256690981,0.765329735,0.066568763,-0.487738012,-0.59923384,-0.751942026,0.91418708,-0.865859616,0.72105027,-0.980055156
Rb,-0.664738916,-0.53817966,-0.39129941,-0.842611184,-0.740996614,-0.085576113,0.811802675,0.408083499,-0.016342629,0.723730978,0.576008455,-0.754638874,-0.92742871,-0.306481541,-0.769064782,-0.831272113,-0.340290526,-0.952851489,-0.328653157,-0.566008434
Ho,0.761925426,-0.037266645,0.447376991,0.142184235,-0.226460284,0.783070824,-0.77314655,0.127524819,-0.133848924,0.550319817,-0.237224671,-0.557082026,0.819917706,-0.593732517,0.577035851,0.998254415,-0.643178123,0.13973522,-0.034174445,0.002756224
Os,-0.887195696,0.495896617,0.469527036,-0.224184066,0.048947179,-0.749872877,-0.823071942,0.6144167,0.176402797,-0.199641362,0.171662971,-0.648935935,-0.97242449,0.900908238,-0.752748889,0.036307257,0.410263778,-0.150745936,-0.554786223,-0.708182967
Cl,0.517054269,-0.957357122,-0.810594507,0.01274133,-0.626258844,-0.126075422,-0.742531028,-0.166485088,0.382792096,-0.925497118,-0.438203844,0.937316275,-0.241466387,0.280996709,-0.284698457,0.449823172,-0.293908565,0.073974351,0.923764819,-0.480086552
Cu,-0.106689288,0.142129048,-0.386429869,0.035000579,-0.937409681,0.699053404,-0.923885163,0.469502275,-0.688120648,0.344432628,-0.331864294,0.242084442,-0.151203504,0.010999767,0.949131597,0.138648995,-0.489476209,0.348566784,0.126205918,-0.898958697
S,0.425269402,0.535462987,-0.907714731,-0.333081212,-0.91535025,0.282679262,-0.240645946,-0.610876246,-0.597876618,-0.053672118,-0.469705334,-0.711401627,0.864281599,0.517307537,0.471931242,0.971177688,0.674800509,0.224693343,0.850128442,-0.249767845
Br,0.078313666,0.171800326,-0.894647046,-0.110463962,-0.609672219,0.171524789,0.78088882,0.263872909,0.306003481,-0.997942474,0.059320526,0.442551849,0.148247064,0.783738539,-0.883485423,-0.148518254,-0.307887383,-0.793022616,0.571808201,-0.240934732
Sc,0.191138291,0.039233455,0.51330904,0.043700697,-0.283103943,0.812891328,0.530233649,0.687891519,0.218193543,-0.3479889,0.562963931,-0.284500362,0.574698558,0.191842969,-0.673383084,-0.7606778,-0.111461709,-0.210954546,0.054466148,-0.342647895
Gd,-0.120150936,-0.485944427,-0.950869702,-0.735608069,-0.62761979,-0.115024486,-0.145125515,0.432687257,-0.489232858,-0.913498947,-0.206775781,-0.673752562,0.17272216,-0.85676941,0.163760414,0.030375703,-0.223258621,-0.405602696,-0.468016245,-0.270709601
Sn,0.976704896,-0.515558595,0.632781096,-0.640893791,-0.077051878,-0.784351992,0.737782516,-0.012801108,0.032974397,-0.7559881,0.65339457,-0.741476404,0.338484417,0.257359995,0.8070352,-0.915837877,0.303801403,-0.731008351,-0.223785719,0.090410681
Sr,-0.527129388,-0.448638242,0.875351671,-0.049591441,-0.518890388,0.840724839,-0.62321232,0.60748002,0.341797028,0.721954002,-0.889238849,0.67676374,-0.378990058,-0.230894216,0.275369034,-0.640613021,-0.019827593,-0.69152396,-0.67620862,-0.109794671
U,0.165741546,0.658072602,-0.529651242,0.541534464,0.989459685,-0.746401005,-0.253228202,-0.303242564,-0.420158913,-0.432044655,-0.540947435,-0.323085478,-0.30388922,0.361164996,-0.785592474,-0.975597778,0.318653986,0.491165986,0.509218509,-0.387004333
Ru,0.804313685,-0.537765054,0.49865827,0.588846199,0.318448315,-0.806159237,0.342805379,0.406633064,-0.283039466,0.279209066,-0.579610016,-0.954134691,-0.292195942,-0.277144454,-0.967836403,0.954395736,-0.236000308,-0.534777874,0.354918353,0.076766712
W,0.309538711,0.832451787,0.310260651,-0.422984901,0.529440382,-0.806261756,0.434305292,-0.690631557,0.844471267,0.211882598,0.966250082,0.177911431,-0.050852262,0.996539646,0.697387745,0.450260321,0.673689364,-0.76455222,-0.813447623,0.373159866
Er,-0.248550524,0.739965796,-0.279010848,-0.997021168,-0.655149329,-0.564452954,-0.19599375,-0.912674253,0.413229876,-0.076879856,0.102568837,-0.992277156,0.477199118,-0.492044102,0.90913806,-0.099258473,-0.334856414,0.506998891,0.012772782,-0.945832643
He,0.257707106,-0.916133334,-0.648660256,0.272765718,-0.177779205,-0.781439764,-0.185363759,0.135771846,0.362445868,0.248824119,0.408760931,0.063072297,-0.732326702,0.671017497,0.373610404,-0.726144623,0.084933734,0.351941185,0.041347019,0.996136288
Lu,0.463242172,0.892527594,-0.737306564,0.949177081,0.207465699,-0.922409617,0.300178182,0.548269569,0.882848086,-0.368540962,-0.730599063,0.620286084,0.441135949,0.425367609,0.180320083,0.805527845,0.709609455,0.686108254,0.193102989,0.466258932
Si,-0.054182536,-0.731998589,0.364294549,-0.405246128,0.408476016,0.950802864,-0.270533603,-0.560059896,-0.449428395,-0.146835593,-0.747239635,0.46976807,-0.138872661,0.387576903,0.178845828,0.513307392,-0.635426359,-0.000672567,0.102445662,-0.878089742
Rh,-0.77911679,0.363452586,0.615587854,0.22990714,-0.687596435,-0.36637798,0.716848874,0.031085195,-0.293319895,0.967499792,0.087266131,-0.591821562,-0.727024742,-0.306799148,-0.082445974,-0.854105625,-0.812023079,0.078864217,0.691970207,0.673283338
Ac,-0.595154729,-0.230484931,0.219304736,0.979073291,-0.843598144,0.425103328,0.716787388,-0.891474023,-0.281156436,0.160470062,-0.287331668,-0.99867916,-0.964724011,-0.756919627,0.007527809,0.353082245,-0.807581795,-0.088251231,0.931190866,0.428987044
I,0.726298728,0.564652989,0.176952678,-0.225083111,0.66466157,0.960391053,0.115339275,-0.601720142,0.594026559,0.021245636,-0.896040147,-0.238769614,-0.842052173,0.159946464,-0.334921149,0.598728714,0.203175339,-0.385208327,-0.749359206,0.755887267
Mo,-0.273427814,-0.507222805,-0.018935275,0.40058579,0.814946859,0.235337177,0.904671528,0.720700612,0.421296706,-0.590475673,-0.441983641,-0.871668153,-0.629124811,-0.150599373,-0.762639333,-0.641146873,0.700551886,0.952577798,-0.487833827,0.560540719
Kr,-0.581354932,0.032235486,0.61582557,-0.624685194,0.685532297,0.524864712,0.544791948,0.374830343,0.169136482,-0.891708089,-0.532511466,0.575878178,0.924565067,0.950000511,-0.066992005,-0.879733051,0.027752403,0.565084741,0.909523796,0.131007873
As,-0.377313801,-0.113130948,0.712878868,0.276864211,-0.977409455,-0.417706015,-0.70239446,-0.684688891,0.971462617,-0.850707509,-0.209287656,-0.543897119,0.13582832,0.263531619,0.563803479,-0.126249248,0.188232524,0.173213731,0.116046288,-0.005321891
Ce,-0.0760448,-0.702300816,0.174533861,0.281851652,0.345249973,0.30561212,-0.449676172,0.496690602,-0.039320718,-0.331726703,-0.82702892,0.326720289,0.822449658,0.629705914,-0.687401151,0.541051068,-0.279055305,0.215984828,0.453653044,-0.229874187
Fe,0.039316117,-0.050826712,0.436419076,-0.206042706,0.866185273,0.326304338,0.738263347,-0.306863221,0.111023673,0.586644703,0.820155685,0.490602555,0.399369086,0.359152779,0.806613709,0.296435976,0.82213074,-0.56235146,-0.354194017,0.969875292
Cr,-0.667263978,-0.801507785,-0.161602406,-0.908496168,-0.410766436,0.666247993,-0.638719003,0.021109383,-0.4653227,0.535810715,0.896492112,0.129667847,0.877719136,-0.896584301,0.73207868,-0.287526178,0.667536556,-0.38944593,0.562755566,0.264509649
H,-0.805961403,-0.544176896,-0.583620844,-0.831735734,0.44640355,0.335786256,-0.065895012,0.245390581,0.050617492,0.61422912,-0.049514331,0.37725125,0.580530919,0.17840493,-0.384822302,0.39373118,-0.679137366,-0.171460441,0.955136006,-0.462349236
Zn,-0.819237968,-0.528764535,-0.134519203,-0.062201925,0.605695037,0.761159121,0.735225892,0.052516765,0.086946092,-0.904311775,-0.796484996,0.704192548,-0.45501798,-0.563946693,-0.106359164,0.151048094,-0.378133009,-0.115308572,-0.521120422,-0.341068813
Zr,0.703344706,0.661147001,0.644296725,-0.201137821,-0.881101485,0.383543618,0.48366624,0.931941265,-0.451892155,0.821295226,-0.121004342,-0.157026663,0.01290761,-0.114723962,0.365692859,-0.025824066,0.264975395,0.839684672,0.941630274,0.609112543
Ti,-0.211257738,-0.439523667,-0.555754467,0.598397894,-0.497164843,-0.833448394,-0.677601021,0.970451649,-0.510267286,-0.311431886,0.929173491,0.409758817,-0.424372489,0.964776319,0.366898415,0.584856922,0.163315647,0.466882132,0.089327632,-0.850147322
Cs,0.096648737,-0.043498702,-0.67640327,-0.640933958,0.0500978,0.604304536,-0.253470776,-0.243646134,-0.938499953,0.351298001,-0.451383252,-0.485817045,-0.825489204,0.992725575,0.618052617,0.254583463,-0.091242698,0.242825211,0.809524769,0.610000523
Re,0.147310213,-0.59648295,0.124702657,0.210418206,0.618939576,-0.630416688,-0.02208124,-0.477881454,-0.71640445,-0.09470665,0.496326568,-0.096807702,-0.427984252,0.43540242,0.473990332,0.80948882,0.63856518,0.396914053,-0.688951811,0.156229668
Ir,0.699117154,0.448183538,0.091199299,0.615138237,-0.271283322,-0.442133609,-0.797280246,0.758710677,-0.032640836,0.773354246,0.5763121,0.481487891,-0.045928179,0.504700308,0.585057924,0.773968308,-0.739975148,0.555051846,0.545884656,0.784556417
C,-0.646691133,0.266983421,-0.744217895,0.33090921,0.175012648,-0.604021005,-0.084449604,-0.29639108,0.075785946,-0.6711638,0.456817768,0.845334101,-0.840907632,0.66867989,-0.984857843,-0.667966522,-0.46805652,0.154515478,-0.479402661,-0.653666592
In,0.673344756,-0.829653279,0.309870929,-0.667629844,-0.979588888,0.499565821,0.883718816,-0.249621823,0.77139271,-0.774882592,0.311520473,0.4528554,-0.553657235,-0.066705727,0.040959102,0.69970883,0.454303982,-0.633103693,0.017608854,0.580818538
Pb,0.187502484,-0.244671657,0.215451823,0.428978447,0.648608733,0.323332924,0.764521114,0.192573899,-0.184468014,0.314498471,0.721212552,0.674187134,0.516355375,0.362236828,-0.520219489,-0.804074617,0.745410561,-0.827088419,-0.38984955,0.287749901
Pr,-0.034214191,-0.475386655,0.224844727,-0.662327233,-0.401560422,-0.172108401,0.723316114,0.143551934,0.175443917,0.939847436,0.775817457,0.521640915,0.952711754,0.818798016,0.439680976,0.166389123,-0.724501482,0.239651217,0.79695045,0.845433839
Yb,0.189344795,0.681028402,0.178658222,0.883201738,-0.75192142,-0.035135943,-0.749589018,0.434293549,-0.354846681,-0.818999873,0.52991026,-0.378670114,0.09919934,0.251495893,-0.5221013,-0.31421261,0.741956609,0.689841548,-0.631975546,0.488201633
Mn,0.341369052,-0.003712991,0.501841384,-0.785482686,0.038908695,0.749630234,0.474596639,-0.480515598,0.842608163,-0.252903192,0.925846296,-0.5582247,0.565992887,-0.167999135,-0.824273487,-0.141900456,0.427808629,0.78419075,-0.080986807,-0.377117909
Al,-0.29080441,-0.556837382,-0.787615295,0.441537683,-0.694243185,0.328192062,-0.2680892,-0.882748348,0.90663674,-0.37741624,-0.855429607,-0.729499948,0.353880228,0.798088394,0.801101487,-0.104346271,-0.43531661,0.451310119,-0.917867129,-0.592681874
K,0.22571304,-0.875559094,0.80608681,0.344998946,-0.993145699,-0.413225856,-0.498686042,-0.567172065,0.986013209,0.102131903,-0.988488919,0.146724383,0.858831423,0.23996329,0.927912064,-0.367741193,0.879699798,-0.488749885,-0.827473302,-0.567421249
La,-0.305409799,-0.435930402,0.324204371,0.738847921,0.363853852,0.322873186,0.587068149,-0.005592718,-0.550902511,-0.61131338,0.311726832,-0.031476554,0.320486836,-0.934909545,-0.198812427,-0.132813377,0.843774935,-0.686428409,-0.006511091,0.212800127
Te,-0.337299968,0.344795957,-0.054714908,0.216131733,0.677088757,0.219218997,0.911318289,0.488062389,0.570030127,-0.132436045,-0.858906969,-0.231188774,-0.319117323,0.50733314,0.062127215,-0.112923579,-0.726055051,-0.545890194,-0.550847405,-0.154125769
Np,-0.407857055,-0.480236548,0.127563531,-0.750584849,0.084906634,-0.514806536,0.644269362,0.64711746,-0.227787131,0.05051201,-0.406434719,0.954962523,0.641680562,-0.634799885,-0.076311195,-0.732398482,-0.86895131,-0.250872932,-0.414027892,-0.916070614
Y,0.557696649,-0.64859431,-0.095733581,0.473724998,-0.698876513,0.376915683,-0.614419164,0.88302794,-0.545530793,-0.9263328,-0.012965394,-0.427468209,-0.027304606,0.035144366,0.514685303,0.53718153,-0.89328869,0.549418483,0.680234963,-0.158747658
Se,-0.5924571,0.606073651,0.422136267,-0.158026216,-0.717236051,0.25861518,-0.831952139,0.76113954,-0.377720524,-0.979078784,0.613109656,-0.43566402,-0.588884652,-0.603995044,-0.645391817,0.822347635,0.569895501,-0.603069937,-0.298375555,-0.989869721
Pa,-0.995463549,0.116275394,-0.09089255,-0.953369708,0.558222553,-0.539179037,0.25192828,0.752122086,0.631714077,0.835822542,-0.872260955,0.878089743,0.741426642,-0.510812736,0.156480627,-0.007803239,0.667395381,-0.313946787,0.86267357,0.586248312
Ta,-0.952366362,0.727605027,0.669067766,-0.979368695,0.17500629,-0.70571218,-0.74708511,-0.864053388,0.781673604,0.207786092,0.390902635,0.093011473,-0.96430834,0.657643617,-0.025875738,0.393559576,0.129348155,-0.91264932,-0.820610267,-0.963435163
P,-0.558992721,-0.25802014,0.796628953,0.51516869,0.313383915,-0.866034133,0.107104058,0.610184001,-0.873856669,-0.227115233,0.086826843,0.139550871,0.054682486,0.229249891,0.568871275,0.728303725,-0.620637202,0.97835895,0.780520248,-0.295413208
Bi,0.726910172,0.272205586,0.933535146,-0.040992111,-0.37368509,0.780853253,-0.663926629,0.924643976,-0.215528498,0.569668288,-0.983650465,-0.532868605,0.413820415,0.376790093,-0.731196541,-0.222594284,-0.168163827,-0.655959043,0.056095183,-0.184581506
Hg,-0.716005248,0.170002533,0.083570708,-0.908404774,-0.674751933,-0.62889626,0.36140868,0.413852425,-0.537545435,0.138910657,-0.998221098,0.561257364,0.335033574,-0.518332934,-0.506804851,0.805090142,-0.9757737,-0.042140331,0.97110376,0.193981983
Ag,-0.220269989,-0.809394014,-0.669995908,-0.259442618,0.430197541,-0.356359054,0.447011208,0.496647578,-0.679684246,0.140090108,-0.345906986,0.269957504,0.733216681,-0.720106745,0.783663218,-0.614986773,0.809776836,0.033960376,-0.700308206,-0.161807991
Nd,0.574814252,-0.927326381,-0.782421031,-0.595453888,0.450800312,0.602894249,0.891435282,-0.188547984,0.420297932,-0.69645472,0.087651358,0.941814656,-0.174405203,-0.812915543,-0.510675387,-0.270802253,0.612236037,0.039893435,0.197881872,-0.835536472
Pd,0.025178867,0.115910404,-0.102876422,-0.219278352,0.501907112,0.036120012,-0.590772825,0.71299211,0.222405006,-0.756546423,-0.689653007,0.677082411,0.17943321,0.973150468,-0.815712768,-0.024937633,-0.231843148,0.100879573,0.89234599,0.19711679
Ni,-0.627200388,0.388375683,0.347543623,-0.446762097,0.136774335,0.492029303,-0.044602294,-0.961424948,-0.79273422,-0.737636559,0.895024781,0.175653708,-0.009665916,0.98743986,-0.591305688,0.822003891,0.759008772,-0.646676865,-0.318187937,-0.953071658
Th,0.532139568,-0.66932312,0.394974267,-0.102747943,-0.516999603,0.349606186,0.229020177,0.482476364,-0.826458734,-0.90319532,-0.525287229,-0.534694832,0.813219466,0.116248589,0.366864965,-0.487233803,-0.783160201,-0.693615816,0.463576542,-0.767653651
Tb,-0.773036858,-0.943154643,0.444944619,0.98722608,-0.341727711,0.31315397,0.049470423,0.069966784,-0.670317528,0.707632318,0.366010908,-0.554846498,0.268536203,-0.346652027,-0.877603425,-0.324363346,-0.77525441,-0.576818302,0.805618997,-0.030601128
